CCAA,DELITO,EDAD,SEXO,ANYO,FRECUENCIA
CIUDAD AUTONOMA DE MELILLA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2015,0
CIUDAD AUTONOMA DE MELILLA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2015,0
CIUDAD AUTONOMA DE MELILLA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2015,0
CIUDAD AUTONOMA DE MELILLA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2015,0
CIUDAD AUTONOMA DE MELILLA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2015,0
CIUDAD AUTONOMA DE MELILLA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2015,0
ANDALUCIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,14
ANDALUCIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,12
ANDALUCIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,4
ANDALUCIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
ANDALUCIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,12
ANDALUCIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,4
ANDALUCIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,5
ANDALUCIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
ARAGON,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,2
ARAGON,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,8
ARAGON,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
ARAGON,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
ARAGON,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,2
ARAGON,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,1
ARAGON,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
ARAGON,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,3
ASTURIAS (PRINCIPADO DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,1
ASTURIAS (PRINCIPADO DE),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
ASTURIAS (PRINCIPADO DE),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
BALEARS (ILLES),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,1
BALEARS (ILLES),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,2
BALEARS (ILLES),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
BALEARS (ILLES),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
BALEARS (ILLES),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,1
BALEARS (ILLES),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
BALEARS (ILLES),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
BALEARS (ILLES),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CANARIAS,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,3
CANARIAS,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,5
CANARIAS,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,4
CANARIAS,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CANARIAS,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,4
CANARIAS,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CANARIAS,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,4
CANARIAS,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,2
CANTABRIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
CANTABRIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CASTILLA Y LEON,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,1
CASTILLA Y LEON,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,6
CASTILLA Y LEON,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
CASTILLA Y LEON,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CASTILLA Y LEON,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,4
CASTILLA Y LEON,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CASTILLA Y LEON,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
CASTILLA Y LEON,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CASTILLA - LA MANCHA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,2
CASTILLA - LA MANCHA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,4
CASTILLA - LA MANCHA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,1
CASTILLA - LA MANCHA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CASTILLA - LA MANCHA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,1
CASTILLA - LA MANCHA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CASTILLA - LA MANCHA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
CASTILLA - LA MANCHA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,1
CATALUnyA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
CATALUnyA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,1
CATALUnyA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,1
CATALUnyA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CATALUnyA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,8
CATALUnyA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CATALUnyA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,1
CATALUnyA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
COMUNITAT VALENCIANA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,2
COMUNITAT VALENCIANA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,9
COMUNITAT VALENCIANA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
COMUNITAT VALENCIANA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
COMUNITAT VALENCIANA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,5
COMUNITAT VALENCIANA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
COMUNITAT VALENCIANA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,5
COMUNITAT VALENCIANA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
EXTREMADURA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,1
EXTREMADURA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,1
EXTREMADURA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
EXTREMADURA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
EXTREMADURA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,0
EXTREMADURA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,1
EXTREMADURA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,1
EXTREMADURA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
GALICIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,1
GALICIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,2
GALICIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,1
GALICIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
GALICIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,5
GALICIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
GALICIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
GALICIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
MADRID (COMUNIDAD DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,7
MADRID (COMUNIDAD DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,5
MADRID (COMUNIDAD DE),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
MADRID (COMUNIDAD DE),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
MADRID (COMUNIDAD DE),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,10
MADRID (COMUNIDAD DE),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,1
MADRID (COMUNIDAD DE),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,7
MADRID (COMUNIDAD DE),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,2
MURCIA (REGION DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
MURCIA (REGION DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,2
MURCIA (REGION DE),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
MURCIA (REGION DE),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
MURCIA (REGION DE),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,2
MURCIA (REGION DE),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
MURCIA (REGION DE),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,4
MURCIA (REGION DE),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,3
NAVARRA (COMUNIDAD FORAL DE),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,2
NAVARRA (COMUNIDAD FORAL DE),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
NAVARRA (COMUNIDAD FORAL DE),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,2
PAIS VASCO,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
PAIS VASCO,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,2
RIOJA (LA),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
RIOJA (LA),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE CEUTA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2016,2
CIUDAD AUTONOMA DE MELILLA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2016,0
CIUDAD AUTONOMA DE MELILLA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2016,0
ANDALUCIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,24
ANDALUCIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,15
ANDALUCIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,5
ANDALUCIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
ANDALUCIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,11
ANDALUCIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,4
ANDALUCIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,4
ANDALUCIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,13
ARAGON,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,4
ARAGON,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,0
ARAGON,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
ASTURIAS (PRINCIPADO DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,3
ASTURIAS (PRINCIPADO DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,6
ASTURIAS (PRINCIPADO DE),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
ASTURIAS (PRINCIPADO DE),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
ASTURIAS (PRINCIPADO DE),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,0
ASTURIAS (PRINCIPADO DE),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
ASTURIAS (PRINCIPADO DE),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,1
ASTURIAS (PRINCIPADO DE),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
BALEARS (ILLES),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,1
BALEARS (ILLES),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,1
BALEARS (ILLES),    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
BALEARS (ILLES),    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
BALEARS (ILLES),    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,1
BALEARS (ILLES),    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
BALEARS (ILLES),    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,3
BALEARS (ILLES),    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
CANARIAS,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,4
CANARIAS,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,0
CANARIAS,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,3
CANARIAS,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
CANARIAS,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,8
CANARIAS,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,2
CANARIAS,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,1
CANARIAS,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,1
CANTABRIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,0
CANTABRIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
CASTILLA Y LEON,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,6
CASTILLA Y LEON,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,3
CASTILLA Y LEON,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
CASTILLA Y LEON,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
CASTILLA Y LEON,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,7
CASTILLA Y LEON,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,2
CASTILLA Y LEON,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,0
CASTILLA Y LEON,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,1
CASTILLA - LA MANCHA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,5
CASTILLA - LA MANCHA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,4
CASTILLA - LA MANCHA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,1
CASTILLA - LA MANCHA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
CASTILLA - LA MANCHA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,3
CASTILLA - LA MANCHA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,1
CASTILLA - LA MANCHA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,3
CASTILLA - LA MANCHA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
CATALUnyA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,1
CATALUnyA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,2
CATALUnyA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
CATALUnyA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
CATALUnyA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,3
CATALUnyA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
CATALUnyA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,0
CATALUnyA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
COMUNITAT VALENCIANA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,11
COMUNITAT VALENCIANA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,10
COMUNITAT VALENCIANA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,1
COMUNITAT VALENCIANA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
COMUNITAT VALENCIANA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,10
COMUNITAT VALENCIANA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,2
COMUNITAT VALENCIANA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,8
COMUNITAT VALENCIANA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,2
EXTREMADURA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,2
EXTREMADURA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,5
EXTREMADURA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,0
EXTREMADURA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
EXTREMADURA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,6
EXTREMADURA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,4
EXTREMADURA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,0
EXTREMADURA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
GALICIA,    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,14
GALICIA,    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,1
GALICIA,    CONTRA EL HONOR,De 14 a 17 anyos,Masculino,2017,1
GALICIA,    CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL,De 14 a 17 anyos,Masculino,2017,0
GALICIA,    DELITOS SEXUALES,De 14 a 17 anyos,Masculino,2017,2
GALICIA,    FALSIFICACION INFORMATICA,De 14 a 17 anyos,Masculino,2017,0
GALICIA,    FRAUDE INFORMATICO,De 14 a 17 anyos,Masculino,2017,3
GALICIA,    INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA,De 14 a 17 anyos,Masculino,2017,0
MADRID (COMUNIDAD DE),    ACCESO  E INTERCEPTACION ILICITA,De 14 a 17 anyos,Masculino,2017,3
MADRID (COMUNIDAD DE),    AMENAZAS Y COACCIONES,De 14 a 17 anyos,Masculino,2017,12
